Artist Name,Track Name,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Liveness,Valence,Tempo,Duration,Time Signature
ILIRA,Dynamite,0.761,0.821,-5.238,1,0.202,0.185,0.0692,3.88e-06,108.13,125879.0,4
Billie Eilish,Therefore I Am,0.889,0.34,-7.773,0,0.0697,0.218,0.055,7.16e-06,94.009,174321.0,4
Eric Carmen,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",0.712,0.549,-9.484,1,0.0254,0.011,0.118,5.5200000000000005e-06,109.882,251067.0,4
Sepultura,Refuse / Resist,0.475,0.953,-6.951,1,0.15,0.000291,0.104,2.3200000000000002e-06,118.033,199227.0,4
The Devil Wears Prada,Nightfall,0.261,0.985,-3.237,1,0.129,0.000187,0.316,2.39e-06,159.838,268200.0,3
Billy Boy Arnold,I Wish You Would,0.654,0.568,-11.979,1,0.0272,0.226,0.114,7.62e-06,95.116,219560.0,4
Fly Right,Oliver Hazard,0.686,0.382,-9.37,1,0.0319,0.518,0.104,2.73e-06,132.961,3.38845,4
Haricharan,Jagadananda Karaka,0.597,0.686,-10.458,1,0.0749,0.288,0.0876,8.040000000000001e-06,152.049,11.61245,4
The Adverts,Gary Gilmore's Eyes,0.421,0.598,-6.078,0,0.0487,0.0349,0.416,7.78e-06,157.927,136960.0,4
Cedric Burnside,We Made It,0.725,0.746,-7.785,1,0.0292,0.0223,0.293,8.19e-06,107.205,214613.0,4
Kula Shaker,Hush,0.484,0.852,-6.83,1,0.0451,0.000251,0.0761,8.06e-06,117.792,174787.0,4
Qrion,Monolith,0.731,0.644,-11.248,0,0.0416,0.0267,0.0639,2.4e-06,120.0,322058.0,4
Proxy,Raven,0.345,0.698,-8.214,1,0.171,0.00735,0.14,3.9500000000000003e-07,127.992,354129.0,4
"Amitabh Bachchan, Pran",Sir Main Vijay Bol Raha Hun - Dialogues,0.396,0.347,-15.483,1,0.373,0.95,0.398,4.97e-06,73.548,29.45,4
Lloyd Cole and the Commotions,Rattlesnakes,0.457,0.884,-9.954,1,0.0675,0.02,0.09,6.820000000000001e-06,151.747,207427.0,4
Sam Flax,Fire Doesn't Burn Itself,0.547,0.757,-2.479,0,0.0362,0.000577,0.0789,3.35e-06,112.919,327489.0,4
SEB,seaside_demo,0.706,0.824,-7.959,1,0.0694,0.355,0.111,8.6e-06,94.98,132000.0,4
Scorpions,Blackout - 2015 Remaster,0.186,0.943,-2.154,1,0.0874,0.0068,0.59,6.03e-06,179.557,230840.0,4
"Britney Spears, G-Eazy",Make Me... (feat. G-Eazy),0.702,0.7,-6.672,0,0.0925,0.146,0.206,5.909999999999999e-06,122.982,3.849333333,4
"Kishore Kumar, Alisha Chinai",Kate Nahin Kat Te,0.569,0.55,-10.342,1,0.0702,0.589,0.0931,4.95e-06,131.082,6.628216667,4
Erick the Architect,I Can't Lose,0.678,0.627,-10.659,0,0.164,0.21,0.397,3.6499999999999998e-06,115.062,197500.0,4
Nasta Super,Que Curioso,0.701,0.612,-9.65,0,0.0325,0.367,0.103,2.6e-06,99.131,314840.0,3
The Beths,Jump Rope Gazers,0.56,0.412,-11.908,1,0.0255,0.00795,0.107,4.4e-06,99.979,312182.0,4
Sonic Youth,I Love You Mary Jane,0.643,0.271,-16.505,0,0.0842,0.00235,0.546,2.6300000000000002e-06,79.402,229267.0,4
Old Dominion,I Was On a Boat That Day,0.535,0.915,-3.819,1,0.0991,0.00699,0.224,7.3099999999999995e-06,140.13,2.976883333,4
The Killers,Somebody Told Me,0.497,0.97,-4.851,0,0.0836,9.04e-05,0.101,6.889999999999999e-06,138.081,197200.0,4
Big Audio Dynamite,E=MC2,0.721,0.782,-9.723,0,0.0529,0.716,0.204,8.44e-06,129.975,354627.0,4
Cradle Of Filth,Cruelty Brought Thee Orchids,0.262,0.983,-4.855,0,0.102,0.000977,0.294,3.66e-06,132.606,438733.0,4
"Johnny ""Guitar"" Watson",Cuttin' In,0.537,0.356,-12.071,1,0.0315,0.721,0.0973,5.639999999999999e-06,85.307,195133.0,3
D√òDSENGEL,AZONEI WYRDWALKER,0.138,0.951,-3.951,0,0.178,2.22e-05,0.244,2.62e-07,140.345,478302.0,4
Flying Lotus,Black Gold,0.401,0.918,-5.274,1,0.367,0.0149,0.397,5.2500000000000006e-06,86.063,95973.0,4
Boy 8-Bit,Suspense Is Killing Me,0.962,0.253,-11.178,0,0.335,0.00578,0.0751,1.37e-06,127.003,293883.0,4
Mazzy Star,Fade Into You,0.42,0.33,-13.925,1,0.0275,0.245,0.0677,1.75e-06,157.143,295600.0,3
The Clash,Rock the Casbah - Remastered,0.797,0.872,-6.727,0,0.0575,0.291,0.284,8.66e-06,129.885,3.70711667,4
Cheap Trick,California Man,0.527,0.939,-7.97,1,0.0467,0.0065,0.177,8.65e-06,155.838,224800.0,4
Cracker,Low,0.329,0.646,-6.962,1,0.0283,0.0093,0.101,4.71e-06,173.974,276132.0,4
Alan Jackson,Chattahoochee,0.606,0.706,-9.665,1,0.0379,0.362,0.16,8.19e-06,174.533,2.469333333,4
Billy Joel,"Lullabye (Goodnight, My Angel)",0.442,0.157,-13.791,1,0.0324,0.948,0.224,2.2e-06,76.48,214400.0,4
Britney Spears,Overprotected - The Darkchild Remix - Remastered,0.433,0.815,-4.737,0,0.38,0.0072,0.356,9.110000000000001e-06,191.803,3.334216667,4
Junkyard Drive,Let It Burn,0.367,0.856,-11.546,1,0.065,6.98e-05,0.0492,3.22e-06,167.849,220000.0,4
Jake Wesley Rogers,Middle of Love,0.563,0.612,-6.785,1,0.0369,0.0406,0.432,3.4100000000000004e-06,134.896,200902.0,4
Hannah Wicklund,Bomb Through the Breeze,0.401,0.591,-4.65,1,0.0299,0.00252,0.313,6.909999999999999e-06,82.133,164645.0,4
Middle Kids,Stacking Chairs,0.549,0.758,-5.991,1,0.0262,0.0267,0.213,4.86e-06,109.975,188347.0,4
Sad Night Dynamite,Krunk - LARRY PINK THE HUMAN Remix,0.599,0.815,-3.426,1,0.0373,0.00608,0.118,2.13e-06,100.013,250800.0,4
Dylan Scott,My Girl,0.652,0.719,-7.251,1,0.033,0.0353,0.108,2.4e-06,94.969,3.294,4
Freak Slug,Radio,0.693,0.528,-8.468,1,0.0259,0.699,0.114,5.97e-06,107.949,191528.0,4
Reymour,De ma Tour,0.632,0.787,-7.42,0,0.0326,0.295,0.572,8.08e-06,149.967,196986.0,3
Kishore Kumar,Hum To Mohabbat Karega,0.806,0.427,-7.701,0,0.209,0.948,0.112,8.78e-06,103.606,3.254,4
The Cold Stares,In the Middle,0.703,0.606,-9.871,1,0.0303,0.0392,0.139,5.669999999999999e-06,90.065,214818.0,4
Syl Johnson,Who's Still in Love,0.749,0.857,-6.188,1,0.0603,0.0709,0.067,8.47e-06,118.728,189093.0,4
Helena Deland,Someone New,0.535,0.763,-10.16,0,0.0788,0.578,0.103,1.66e-06,148.027,229502.0,4
Eleine,Mein Herz brennt,0.546,0.667,-9.884,1,0.0401,0.000272,0.108,1.85e-06,83.235,281373.0,4
Declan McKenna,Brazil,0.687,0.617,-5.213,1,0.0287,0.0941,0.0898,6.650000000000001e-06,121.079,252307.0,4
Josh Teskey,Push The Blues Away,0.538,0.381,-8.119,1,0.0349,0.797,0.115,1.93e-06,86.023,209619.0,4
Tones And I,Cloudy Day,0.705,0.776,-6.096,1,0.0445,0.0643,0.0246,3.66e-06,116.011,3.0884,4
Pavement,Gold Soundz,0.448,0.614,-9.357,1,0.031,0.0675,0.14,4.79e-06,126.459,159707.0,4
LASTMONDAY,Freestyle Cruda,0.636,0.824,-7.458,1,0.134,0.137,0.208,7.65e-06,184.05,149348.0,4
Britney Spears,Invitation,0.366,0.652,-7.17,1,0.11,0.0332,0.0947,1.56e-06,112.33,3.333116667,4
TV On The Radio,Wolf Like Me,0.346,0.785,-4.991,1,0.0434,0.00165,0.124,1.86e-06,175.986,277467.0,4
Ali Handal,Shut Your Mouth and Do Something,0.611,0.688,-6.044,1,0.0848,0.00402,0.15,6.909999999999999e-06,119.995,200449.0,4
Wetter,Love Is All Around,0.547,0.514,-5.856,1,0.0298,0.45,0.0373,4.15e-06,80.943,265265.0,4
Giraffes? Giraffes!,At the Turf Field Behind My Parents' House,0.563,0.648,-13.441,1,0.0284,0.529,0.342,6.8500000000000005e-06,80.002,273782.0,4
Morray,Trenches,0.644,0.607,-8.066,1,0.47,0.00685,0.0786,4.03e-06,161.796,193200.0,3
–∏—Å—Ç–æ—á–Ω–∏–∫,—Å—Ç—Ä–∞—Ö,0.379,0.685,-6.433,0,0.0353,0.0134,0.294,1.12e-06,105.584,203333.0,4
TOOL,Fear Inoculum,0.31,0.584,-10.091,1,0.042,0.000827,0.0528,1.6e-06,86.913,620101.0,4
Tesher,Jalebi Baby,0.68,0.895,-7.144,1,0.0378,0.0156,0.145,8.239999999999999e-06,93.037,189375.0,4
UniBe@t,Expectations,0.77,0.665,-7.58,0,0.43,0.00592,0.268,7.25e-06,113.974,271579.0,4
Guns N' Roses,Nightrain,0.4,0.992,-6.995,1,0.0725,0.107,0.179,2.43e-06,149.412,266173.0,4
U2,Stuck In A Moment You Can't Get Out Of,0.526,0.665,-4.997,1,0.0243,0.407,0.169,2.85e-06,158.493,273467.0,4
blink-182,Darkside,0.497,0.923,-3.04,1,0.11,0.00627,0.082,5.45e-06,155.11,180960.0,4
Mac Curtis,That Ain't Nothin' but Right,0.691,0.749,-5.686,1,0.042,0.603,0.0469,8.67e-06,94.989,134493.0,4
luxury elite,Strut (Áå´ „Ç∑ Corp. Remix),0.582,0.94,-7.675,1,0.0389,0.0406,0.696,6.71e-06,92.946,145087.0,4
Down for Tomorrow,Trouble Prone,0.471,0.927,-3.165,1,0.0743,1.78e-05,0.135,4.79e-06,138.025,149629.0,4
Mickey Lamantia,Honky Tonk Confessions,0.671,0.667,-5.451,1,0.0271,0.0328,0.08,6.71e-06,111.967,228853.0,4
Samia,Big Wheel,0.553,0.512,-7.759,1,0.0465,0.569,0.107,2.59e-06,94.96,195773.0,4
"Udit Narayan, Sadhana Sargam",Pehla Nasha,0.458,0.339,-14.309,1,0.0333,0.775,0.0799,5.29e-06,151.986,4.856666667,4
ZZ Top,Cheap Sunglasses,0.617,0.461,-14.485,0,0.0434,0.148,0.12,8.28e-06,93.853,288400.0,4
Queensr√øche,Silent Lucidity - Remastered 2003,0.462,0.628,-5.659,1,0.0274,0.0534,0.12,9.81e-07,140.049,347760.0,4
Young Stoner Life,Ski,0.953,0.621,-7.638,0,0.221,0.017,0.0398,8.83e-06,123.016,152333.0,4
Curley Weaver,You Was Born To Die,0.564,0.269,-13.749,1,0.0443,0.995,0.132,6.02e-06,103.355,171546.0,4
Talking Heads,Once in a Lifetime - 2005 Remaster,0.644,0.919,-6.289,1,0.0561,0.181,0.622,8.71e-06,117.459,259907.0,4
Fuel,Hemorrhage (In My Hands),0.313,0.831,-3.894,1,0.0404,0.000127,0.24,3.32e-06,152.034,236867.0,4
Eric B. & Rakim,Paid In Full,0.902,0.743,-11.136,1,0.229,0.000755,0.0555,4.23e-06,98.944,228267.0,4
bonsi,Mouth of Shame,0.468,0.539,-12.652,0,0.241,0.5,0.132,8.24e-07,115.083,221217.0,4
SID,Â£∞Ëâ≤,0.408,0.591,-4.151,1,0.0305,0.0836,0.102,2.69e-06,74.783,303667.0,4
Van Halen,Jump - 2015 Remaster,0.572,0.835,-6.219,1,0.0317,0.171,0.0702,7.95e-06,129.981,4.02666667,4
Prince Rapid,Gladiator - Instrumental,0.78,0.972,0.119,0,0.253,0.0107,0.1,9.58e-06,137.056,198000.0,4
Aura Blum,Dolor,0.533,0.562,-6.664,0,0.0247,0.526,0.182,2.78e-06,103.055,196408.0,4
WSTR,Filthy,0.614,0.885,-6.485,1,0.0891,0.0123,0.312,5.77e-06,117.98,187207.0,4
Langston Hughes,Dreams,0.745,0.102,-19.061,1,0.937,0.982,0.124,3.71e-06,88.247,57443.0,4
From Sorrow To Serenity,Reclaim,0.503,0.979,-3.685,0,0.0596,0.00102,0.14,3.91e-06,106.015,196320.0,4
MC Lyte,Poor Georgie,0.837,0.688,-7.307,0,0.216,0.0329,0.0999,7.08e-06,95.565,270093.0,4
Songhoy Blues,Soubour,0.62,0.875,-5.957,0,0.0256,0.0159,0.344,9.03e-06,101.872,212307.0,4
Dustin Tebbutt,Love Is Blind,0.571,0.477,-12.319,1,0.0392,0.6,0.111,4.66e-06,77.954,3.88453333,4
The Smashing Pumpkins,Farewell And Goodnight - Remastered 2012,0.648,0.295,-15.026,1,0.0292,0.811,0.0806,1.75e-06,140.062,264240.0,4
U2,Red Hill Mining Town - Remastered 2007,0.337,0.657,-9.316,1,0.033,0.161,0.257,4.15e-06,69.129,292867.0,4
American Authors,Luck,0.554,0.806,-3.463,1,0.046,0.00177,0.165,6.46e-06,144.923,220693.0,4
Kali,Do A Bitch (Remix) [feat. Rico Nasty],0.874,0.531,-8.425,1,0.34,0.0252,0.305,5.14e-06,111.999,198951.0,4
boy-ish,time again,0.875,0.408,-10.056,1,0.247,0.841,0.0579,4.72e-06,131.972,150828.0,4
Jason Aldean,Amarillo Sky,0.491,0.776,-3.887,1,0.0393,0.314,0.146,4.28e-06,154.988,3.375783333,4
fanclubwallet,Bike Song,0.821,0.695,-5.841,1,0.042,0.0402,0.0599,9.03e-06,107.006,144667.0,4
Biddu,Baat Ban Jaye - Qurbani / Soundtrack Version,0.689,0.617,-10.666,1,0.0314,0.645,0.0546,9.78e-06,108.811,3.25645,4
Jme,96 Bars of Revenge,0.566,0.907,-8.277,1,0.522,0.0546,0.119,5.600000000000001e-06,93.164,224213.0,5
The Smashing Pumpkins,Landslide,0.422,0.208,-15.886,1,0.0318,0.896,0.192,3.54e-06,111.549,190587.0,3
Neumatic Parlo,Real Insight,0.397,0.835,-8.619,1,0.0383,1.32e-05,0.21,3.89e-06,147.017,202953.0,4
Nick Lowe,Cruel To Be Kind,0.694,0.656,-10.598,1,0.026,0.0586,0.0505,8.030000000000001e-06,131.679,210131.0,4
Fantastic Negrito,Chocolate Samurai,0.739,0.669,-8.79,1,0.0386,0.0274,0.123,5.47e-06,128.26,295839.0,4
Alessia Cara,Sweet Dream,0.76,0.532,-9.177,1,0.127,0.252,0.252,5e-06,123.064,3.03136667,4
Northlane,Clockwork,0.48,0.97,-5.006,0,0.0595,3.72e-05,0.29,3.46e-06,136.123,238373.0,4
Mahendra Kapoor,Jai Janani Jai Bharat Maa,0.571,0.585,-8.611,1,0.123,0.974,0.113,8.249999999999999e-06,82.565,3.34,3
"Pritam, Arijit Singh, Antara Mitra, Nikhil D'Souza",Dil Hi Toh Hai,0.482,0.694,-5.368,1,0.042,0.452,0.11,5.729999999999999e-06,90.196,4.674933333,4
Mohammed Rafi,Chahoonga Main Tujhe,0.352,0.331,-12.489,1,0.0489,0.994,0.245,2.55e-06,77.039,4.908216667,4
Icewear Vezzo,Up The Sco (feat. Lil Durk),0.828,0.663,-6.158,0,0.357,0.172,0.206,6.909999999999999e-06,78.477,165121.0,4
Dayglow,Woah Man,0.497,0.675,-7.442,1,0.0332,0.0035,0.219,3.3800000000000002e-06,79.965,208587.0,4
Tame Impala,Remember Me,0.631,0.851,-5.871,1,0.04,0.392,0.57,4.69e-06,107.008,261040.0,4
The Isley Brothers,That Lady - Live,0.465,0.903,-6.971,0,0.081,0.000515,0.853,7.870000000000001e-06,142.687,216907.0,4
Robert Plant,Big Log - 2006 Remaster,0.554,0.639,-7.163,0,0.0278,0.359,0.205,6.44e-06,180.638,5.08,4
Mos Def,Ms. Fat Booty,0.782,0.589,-4.827,1,0.189,0.148,0.164,8.69e-06,90.438,223547.0,4
Sonna,Something's Gotta Give,0.666,0.463,-7.806,0,0.086,0.413,0.232,4.97e-06,84.903,140965.0,4
Glen Hansard,Wedding Ring,0.481,0.385,-12.981,1,0.0458,0.62,0.114,3.63e-06,148.504,4.78888333,3
Hyro The Hero,Bullet,0.59,0.857,-3.982,0,0.0831,4.67e-05,0.284,6.52e-06,110.027,173733.0,4
Faith Hill,Cry,0.512,0.645,-5.631,1,0.029,0.141,0.0987,2.8299999999999996e-06,111.015,3.771783333,3
R.E.M.,Losing My Religion,0.666,0.855,-5.051,0,0.0295,0.179,0.0987,8.030000000000001e-06,125.639,268427.0,4
"Alexander Glazunov, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd","Mélodie, Op.20, No.1",0.105,0.092,-23.655,1,0.0422,0.99,0.116,8.38e-07,89.542,6.625333333,4
Sorry,Starstruck - Single Version,0.608,0.759,-7.246,0,0.034,0.0569,0.169,8.61e-06,124.504,204080.0,4
WHOKILLEDXIX,spy?,0.87,0.565,-5.356,0,0.0581,0.0631,0.104,6.46e-06,100.041,2.565366667,4
The Orwells,Who Needs You,0.3,0.88,-4.573,1,0.0465,1.37e-05,0.0746,5.6299999999999995e-06,207.92,199147.0,4
James Smith,I Don't Wanna Know,0.254,0.266,-8.603,1,0.0347,0.791,0.114,2.21e-06,165.336,208954.0,3
Mark Morton,All I Had To Lose (feat. Mark Morales),0.328,0.232,-16.28,0,0.0339,0.419,0.11,4.1199999999999995e-06,149.444,195700.0,4
Audioslave,Cochise,0.452,0.873,-4.867,1,0.0613,0.000519,0.0592,4.33e-06,80.473,222027.0,4
Girlhood,It Might Take A Woman,0.59,0.864,-5.478,1,0.0327,0.000453,0.275,2.7200000000000002e-06,102.972,190960.0,4
Sticky,Booo! (feat. Ms Dynamite) - Original Dirty Mix,0.6,0.77,-7.077,1,0.195,0.0004,0.0533,6.25e-06,131.582,327293.0,4
Mr Eazi,The Don,0.637,0.457,-8.455,1,0.259,0.402,0.231,4e-06,66.743,168896.0,3
Processor,Royal Leash,0.6,0.833,-3.736,1,0.0402,3.68e-05,0.646,1.6e-06,118.023,223729.0,4
Glass Heart,Loved & Lost,0.499,0.905,-9.354,0,0.0585,0.000186,0.072,4.18e-06,110.019,244500.0,4
Leah Nobel,Over the Moon,0.641,0.435,-9.88,1,0.0485,0.461,0.132,2.2e-06,76.01,208882.0,4
Flyleaf,All Around Me,0.472,0.88,-4.925,1,0.0519,0.0257,0.0506,5e-06,146.929,198467.0,4
Dan Mangan,Fool For Waiting,0.325,0.342,-8.86,1,0.0358,0.748,0.101,2.64e-06,92.08,4.05333333,4
Jammz,The World,0.856,0.336,-10.061,0,0.0777,0.0403,0.116,2.49e-06,143.002,229700.0,4
Gary Moore,Cold Wind Blows,0.608,0.739,-10.582,0,0.0416,0.0102,0.202,2.68e-06,97.884,329733.0,4
Abbath,Winter Bane,0.471,0.959,-6.042,1,0.0545,1.02e-05,0.183,1.94e-06,141.969,409840.0,4
Daniel Lee,Huckleberry,0.442,0.615,-7.909,1,0.0321,0.0557,0.182,4.4e-06,84.944,230412.0,4
Rush,What You're Doing,0.436,0.826,-9.457,0,0.0532,0.0305,0.128,5.600000000000001e-06,99.106,262107.0,4
Whitney Houston,Greatest Love of All - Live from That's What Friends Are For: Arista Records 15th Anniversary Concert,0.321,0.604,-6.718,1,0.0554,0.643,0.977,2.6700000000000003e-06,112.01,6.838,4
Ali Gatie,Sunrise,0.684,0.495,-8.282,0,0.0297,0.223,0.154,1.9e-06,99.991,184710.0,4
Chelsea Cutler,Walking Away,0.551,0.381,-8.919,1,0.203,0.748,0.135,2.7100000000000003e-06,97.216,2.93953333,4
The Animals,House of the Rising Sun,0.316,0.484,-9.11,0,0.0308,0.000334,0.0912,2.9899999999999997e-06,117.363,269907.0,3
New Order,Blue Monday - 2016 Remaster,0.793,0.703,-9.548,1,0.0581,0.000726,0.075,8.56e-06,130.27,450800.0,4
Blind Faith,Can't Find My Way Home,0.32,0.545,-14.043,1,0.0415,0.586,0.605,6.05e-06,87.618,373893.0,4
Hiatus Kaiyote,Get Sun (feat. Arthur Verocai) - Pocket Size Radio Edit,0.311,0.632,-6.852,1,0.0878,0.0206,0.0714,4.67e-06,90.713,280375.0,4
BONES UK,Pretty Waste,0.66,0.835,-3.79,1,0.114,0.0001,0.247,5.4400000000000004e-06,94.014,170500.0,4
Eddie Burns,You Got To Love Me With A Feeling,0.49,0.485,-8.14,1,0.132,0.733,0.0867,5.23e-06,185.73,336040.0,3
Sonny Boy Williamson I,Got The Bottle Up And Gone,0.612,0.117,-15.357,1,0.177,0.99,0.0788,7.81e-06,172.444,153260.0,4
The Chemical Brothers,Block Rockin' Beats,0.558,0.982,-3.125,0,0.063,0.0221,0.117,6.840000000000001e-06,109.372,313667.0,4
Apoorva Krishna,Valencia,0.61,0.712,-6.822,1,0.0408,0.135,0.175,3.4899999999999996e-06,99.975,294999.0,5
CLOVES,Better Now - Acoustic,0.741,0.164,-12.18,0,0.0334,0.924,0.108,2.9899999999999997e-06,100.491,234551.0,3
Dani de Morón,Creer Para Ver,0.4,0.285,-12.209,0,0.0625,0.969,0.109,1.05e-06,79.115,5.96645,4
The Searchers,Needles and Pins - Mono,0.565,0.953,-6.504,1,0.0393,0.0546,0.0637,8.87e-06,124.287,131360.0,4
REINDIER,You Took It All,0.509,0.333,-12.622,0,0.0779,0.0835,0.133,2.43e-06,111.002,181127.0,4
Judas Priest,Lightning Strike,0.521,0.915,-5.705,0,0.0544,1.69e-05,0.065,3.36e-06,112.507,209453.0,3
Sam Hunt,Break Up In A Small Town,0.579,0.776,-5.365,1,0.173,0.0749,0.239,4.34e-06,136.044,3.831333333,4
Daya,Montana,0.602,0.405,-7.157,1,0.0319,0.903,0.133,3.21e-06,137.743,203869.0,4
Rasmus Jenzen,The Well,0.619,0.3,-8.95,1,0.0982,0.942,0.141,4.43e-06,106.717,1.75025,4
Moon Fever,Cocaine,0.48,0.879,-4.67,0,0.0933,8.87e-05,0.0828,2.89e-06,141.063,143400.0,4
Deathbeds AU,A Night in Hell,0.396,0.968,-4.322,1,0.131,5.49e-05,0.263,1.78e-06,161.021,212143.0,4
The Stranglers,No More Heroes - 1996 Remaster,0.293,0.933,-8.082,1,0.0701,0.000109,0.336,8.37e-06,150.994,207440.0,4
Muddy Waters,I'm Your Hoochie Coochie Man,0.469,0.297,-12.576,1,0.0733,0.908,0.0604,8.020000000000001e-06,71.683,172373.0,4
SMOKIN‚ÄôtheJAZZ,Look up at the sky,0.699,0.678,-11.312,1,0.0398,0.0132,0.103,8.62e-06,110.974,277951.0,4
Noel Gallagher's High Flying Birds,AKA... What A Life!,0.447,0.927,-3.3,0,0.0508,0.000297,0.0972,1.04e-06,119.034,264480.0,4
The Heavy,Short Change Hero,0.68,0.64,-6.691,0,0.0336,0.29,0.124,7.38e-06,105.981,322267.0,4
Nekromantheon,Thanatos,0.0646,0.995,-7.07,0,0.143,7.39e-05,0.295,3.51e-07,204.316,214544.0,4
Blue Öyster Cult,(Don't Fear) The Reaper,0.333,0.927,-8.55,0,0.0733,0.0029,0.297,3.85e-06,141.466,5.13533333,4
Richard Thompson,1952 Vincent Black Lightning,0.488,0.209,-19.549,1,0.0369,0.374,0.103,3.62e-06,120.63,4.72488333,4
YBN Almighty Jay,Bring Out The Hoochies,0.768,0.733,-7.057,0,0.068,0.0823,0.113,6.4e-06,116.98,150976.0,4
La La Lars,Pour Qui Pourquoi,0.29,0.58,-8.18,0,0.0346,0.692,0.368,5.05e-06,89.848,4.814666667,4
Scotty McCreery,This Is It,0.557,0.511,-6.788,1,0.0291,0.254,0.099,6.02e-06,156.042,3.84955,4
Fickle Friends,IRL,0.666,0.815,-5.692,1,0.0622,0.0702,0.762,7.88e-06,101.972,204065.0,4
Saves The Day,Shoulder to the Wheel,0.35,0.958,-4.597,1,0.0949,0.000436,0.314,5.55e-06,190.501,199573.0,4
Gaffa Tape Sandy,Kill the Chord,0.358,0.912,-4.651,1,0.05,3.36e-06,0.122,5.78e-06,156.873,205400.0,4
TV On The Radio,Golden Age,0.71,0.807,-5.83,0,0.0622,0.0147,0.0949,5.649999999999999e-06,110.051,251893.0,4
The Cars,Magic,0.683,0.806,-7.574,1,0.042,0.125,0.191,9.62e-06,118.032,3.95155,4
Osi And The Jupiter,Baldur,0.104,0.352,-15.31,0,0.0422,0.194,0.0904,3.73e-07,90.265,395337.0,3
The Surfaris,Wipe Out,0.461,0.955,-6.684,1,0.0489,0.111,0.952,7.25e-06,160.073,166092.0,4
Johnny Duncan,Thinkin' of a Rendezvous - Single Version,0.674,0.552,-9.904,1,0.04,0.23,0.274,7.870000000000001e-06,127.313,3.379783333,4
Dimmu Borgir,The Serpentine Offering,0.135,0.964,-3.492,0,0.113,3.18e-05,0.0731,7.99e-07,154.486,309213.0,3
Climax Blues Band,"Hey Baby, Everything's Gonna Be Alright, Yeh Yeh Yeh",0.462,0.877,-9.245,0,0.0459,0.147,0.362,8.52e-06,133.131,266120.0,4
Beastie Boys,Fight For Your Right,0.503,0.858,-6.296,1,0.0657,0.00757,0.0803,4.19e-06,133.615,208653.0,5
Elmore James,The Sky Is Crying,0.294,0.611,-6.268,1,0.0348,0.0226,0.114,5.669999999999999e-06,178.191,166400.0,3
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",0.539,0.615,-8.746,0,0.252,0.173,0.144,4.93e-06,163.924,214693.0,4
Phani Narayana,Cheri Yasodaku,0.607,0.281,-15.041,1,0.0475,0.956,0.116,4.14e-06,151.986,320993.0,4
Loverboy,Working for the Weekend,0.515,0.766,-12.768,1,0.0343,0.0249,0.455,7.74e-06,146.911,221000.0,4
Sonny Landreth,Soul Salvation - Live,0.561,0.836,-8.904,1,0.0913,0.184,0.859,4.95e-06,132.041,272160.0,3
Nirvana,Polly,0.83,0.382,-11.231,0,0.0566,0.884,0.11,5.4e-06,121.12,173853.0,4
Atmosphere,God's Bathroom Floor,0.596,0.712,-5.305,1,0.313,0.146,0.103,2e-06,81.846,238800.0,4
Fishbone,Bonin' In the Boneyard,0.663,0.96,-4.927,1,0.108,0.0344,0.371,4.08e-06,130.404,284627.0,4
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",0.883,0.674,-8.043,0,0.357,0.21,0.0678,7.2999999999999996e-06,141.02,278085.0,4
Thyla,Blue,0.566,0.686,-8.101,1,0.0403,9.78e-05,0.372,7.38e-06,120.952,180224.0,4
Hobosexual,Trans Am Sunday,0.326,0.904,-2.683,0,0.129,0.195,0.675,2.44e-06,128.696,353583.0,4
Keane,Somewhere Only We Know,0.448,0.665,-4.203,1,0.026,0.06,0.0828,3.04e-06,172.004,237147.0,4
Marina Maximilian,Tango,0.572,0.695,-7.929,0,0.028,0.00298,0.171,2.52e-06,140.005,250018.0,4
Aviana,Heavy Feather - Instrumental,0.22,0.964,-3.927,1,0.166,4.93e-06,0.394,1.34e-06,199.996,271333.0,4
Bryan Adams,I Thought I'd Seen Everything,0.537,0.818,-7.206,1,0.0294,0.00398,0.0979,3.86e-06,130.365,306547.0,4
THE DRIVER ERA,Feel You Now,0.535,0.724,-5.192,1,0.191,0.102,0.207,5.01e-06,180.077,258477.0,4
"Peter, Paul and Mary","Puff, the Magic Dragon",0.507,0.088,-23.309,1,0.0343,0.51,0.0984,3.98e-06,144.226,206867.0,4
Runtown,Kini Issue,0.802,0.672,-4.349,1,0.0932,0.108,0.0724,7.67e-06,101.029,194952.0,4
Billy Strings,Away From The Mire,0.379,0.593,-9.113,0,0.0295,0.584,0.122,5.11e-06,143.207,463653.0,4
Wolf Alice,Giant Peach,0.503,0.812,-7.829,0,0.0754,4.75e-05,0.691,1.3600000000000001e-06,140.902,275493.0,4
BlabberMouf,Put in Work,0.908,0.609,-9.669,0,0.278,0.0611,0.132,6.25e-06,94.99,212211.0,4
The Rolling Stones,All The Rage,0.544,0.876,-4.33,1,0.0362,0.0176,0.063,9.07e-06,133.026,251173.0,4
